methodID;algoId;nb_prims;nb_refs;nb_stms;total_time;nb_symb_heap_typ_vars;nb_symb_heap_mut_refs;nb_symb_heap_const_refs;nb_symb_heap_mut_rel_vars;nb_symb_heap_const_rel_vars;nb_scfg_locations;nb_scfg_transitions;nb_scfg_variables;nb_scfg_state_variables;nb_scfg_input_variables;nb_scfg_contr_variables;max_scfg_in_degree;max_scfg_out_degree;model_instantiation_time;support_size;scfg_generation_time;synthesis_time;triangularization_time;summarization;unsat_guard;true_guard
java.lang.Byte_compare_byte_byte.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;3;1;2;769.0;0;0;0;0;0;3;2;10;6;2;2;1;1;14610;2;102;597;70;done;false;true
java.util.Formatter$FormatSpecifier_conversion_java.lang.String.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;12;7;27;348949.0;6;4;2;20;0;31;38;91;81;2;8;3;3;45460;8;8885;338500;1564;done;true;false
java.io.ObjectOutputStream$BlockDataOutputStream_write_byte_arr_int_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;2;2173.0;2;0;2;2;0;3;2;25;18;2;5;1;1;3529;8;1458;591;124;done;false;false
java.util.AbstractMap$1$1_init_java.util.AbstractMap$1.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;7;8;38255.0;6;4;2;40;0;9;8;129;113;2;14;1;1;19830;8;12210;23950;2095;done;false;true
java.util.TreeMap$NavigableSubMap$SubMapEntryIterator_next.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;3242.0;2;1;1;4;0;3;2;33;23;2;8;1;1;15260;3;2051;967;224;done;false;true
java.lang.Math_copySign_double_double.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;8;1;7;2065.0;0;0;0;0;0;8;7;15;11;2;2;1;1;14870;2;186;1786;93;done;false;true
java.util.Collections$CheckedCollection$1_next.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;3;7217.0;3;2;1;12;0;4;3;52;42;2;8;1;1;16550;3;4147;2771;299;done;false;true
java.util.AbstractList$Itr_hasNext.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;3;3;8;7117.0;2;1;1;4;0;10;11;30;24;2;4;2;2;17380;3;2120;4840;157;done;false;true
java.util.ArrayList_ensureExplicitCapacity_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;5;3;9;8248.0;2;1;1;4;0;11;12;30;25;2;3;2;2;17240;4;3128;4991;129;done;false;true
java.util.TreeMap$PrivateEntryIterator_init_java.util.TreeMap_java.util.TreeMap$Entry.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;7;42889.0;3;0;3;9;0;8;7;75;51;2;22;1;1;16990;15;6113;32840;3936;done;false;true
java.util.EnumMap_get_java.lang.Object.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;2;7;10;8080337.0;6;4;2;47;1;12;13;150;133;2;15;2;2;115400;9;15830;8061000;3507;done;false;true
java.util.Collections$EmptyMap_get_java.lang.Object.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;1;8201.0;2;0;2;4;1;2;1;48;31;2;15;1;1;15230;9;3064;3335;1802;done;false;true
java.util.Spliterators$3Adapter_hasNext.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;6;5841.0;2;1;1;4;0;8;9;29;23;2;4;2;2;5273;3;2089;3623;129;done;false;true
java.util.Random_nextInt.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;1957.0;1;0;1;1;0;3;2;17;11;2;4;1;1;3250;3;1091;742;124;done;false;true
java.security.Provider_checkInitialized.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;6;4739.0;2;1;1;2;0;8;9;22;17;2;3;2;2;16310;3;1362;3270;107;done;false;true
java.util.TreeMap_setColor_java.util.TreeMap$Entry_boolean.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;3;3267.0;1;0;1;1;0;5;6;17;12;2;3;2;2;16880;4;1354;1790;123;done;false;true
java.lang.Integer_compare_int_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;3;1;8;3247.0;0;0;0;0;0;10;13;12;8;2;2;3;3;15720;2;411;2732;104;done;false;true
java.io.Console_printf_java.lang.String_java.lang.Object_arr.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;5;2;21186.0;4;1;3;17;0;3;2;93;69;2;22;1;1;16690;15;8491;10250;2445;done;true;false
java.util.Hashtable_addEntry_int_java.lang.Object_java.lang.Object_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;10;7;21;19870.0;6;3;3;43;3;23;24;148;133;2;13;2;2;0;0;19870;0;0;skipped;null;null
java.lang.Character_compareTo_java.lang.Object.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;2979.0;3;1;2;5;1;4;3;36;28;2;6;1;1;3503;7;1599;1217;163;done;false;true
java.lang.Math_powerOfTwoD_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;7;2;13;6756.0;1;1;0;0;0;15;20;19;15;2;2;2;4;5010;1;1404;5228;124;done;false;true
java.util.WeakHashMap_resize_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;9;4;22;25991.0;3;2;1;10;0;25;28;49;44;2;3;2;2;26240;4;7645;18160;186;done;true;false
java.io.File_init_java.lang.String_java.io.File.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;4;11;24;1.10531608E8;10;7;3;60;1;26;33;206;181;2;23;3;5;255000;16;18980;110500000;12630;done;false;false
java.io.BufferedInputStream_reset.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;9;6016.0;2;1;1;4;0;11;12;27;22;2;3;2;2;16490;3;1665;4217;134;done;false;true
java.lang.AbstractStringBuilder_newCapacity_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;7;3;14;16401.0;2;1;1;2;0;17;22;30;24;2;4;3;3;6963;4;1629;14590;182;done;false;true
java.util.TreeMap$NavigableSubMap_keySet.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;3246.0;2;1;1;4;0;3;2;31;22;2;7;1;1;14870;3;2321;778;147;done;false;true
java.util.AbstractList_remove_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;3768.0;2;1;1;2;0;4;3;30;20;2;8;1;1;14930;4;1633;1902;233;done;false;true
java.io.StringReader_init_java.lang.String.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;7;21935.0;2;0;2;4;0;8;7;46;30;2;14;1;1;4218;8;2256;17760;1919;done;false;true
java.text.DateFormatSymbols_getMonths.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;6;6;10538.0;5;4;1;28;0;7;6;89;80;2;7;1;1;17530;3;5952;3978;608;done;false;true
java.io.ExpiringCache_init_long.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;8;5522.0;2;1;1;4;0;9;8;34;24;2;8;1;1;15440;4;2451;2782;289;done;false;true
java.nio.DoubleBuffer_compareTo_java.nio.DoubleBuffer.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;15;3;24;157906.0;2;0;2;4;1;26;31;51;41;2;8;3;4;9507;9;2850;153600;1456;done;false;true
java.util.ServiceLoader$LazyIterator_hasNext.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;2;10;14;9.7944984E7;9;8;1;83;0;16;17;208;202;2;4;2;2;402700;3;24440;97920000;547;done;false;true
java.lang.StringBuilder_append_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;2131.0;1;0;1;1;0;3;2;25;15;2;8;1;1;3401;4;193;1680;258;done;false;true
java.util.Collections_unmodifiableNavigableSet_java.util.NavigableSet.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;4187.0;2;1;1;5;0;4;3;35;25;2;8;1;1;15180;3;2444;1506;237;done;false;true
java.util.Collections$UnmodifiableNavigableSet_init_java.util.NavigableSet.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;13940.0;2;0;2;4;1;4;3;48;31;2;15;1;1;15860;9;3416;8480;2044;done;false;true
java.io.BufferedReader_init_java.io.Reader_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;5;15;90935.0;4;2;2;12;1;17;18;73;56;2;15;2;2;25860;10;6533;80240;4162;done;false;true
java.text.BreakIterator$BreakIteratorCache_init_java.util.Locale_java.text.BreakIterator.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;6;6;30118.0;5;2;3;20;0;7;6;94;74;2;18;1;1;17000;12;5749;21850;2519;done;false;true
java.lang.StringCoding_decode_byte_arr_int_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;2;15;20;15309.0;14;13;1;81;0;5;4;217;211;2;4;1;1;22680;4;6939;8092;278;done;false;false
java.io.Bits_getLong_byte_arr_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;45;2;45;14271.0;1;0;1;0;0;46;45;57;52;2;3;1;1;20990;3;2395;11630;246;done;false;true
java.util.ArrayDeque$DeqSpliterator_tryAdvance_java.util.function.Consumer.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;7;8;23;17960.0;7;5;2;41;0;25;30;131;121;2;8;4;4;0;0;17960;0;0;skipped;null;null
java.util.WeakHashMap$KeySet_clear.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;2464.0;2;1;1;4;0;4;3;23;18;2;3;1;1;3357;3;1736;642;86;done;false;true
java.util.Formatter_init_java.util.Locale_java.lang.Appendable.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;6;37097.0;3;0;3;9;0;7;6;75;51;2;22;1;1;5829;15;6367;26800;3930;done;false;false
java.util.IdentityHashMap_clinit.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;4;1477.0;1;1;0;1;0;5;4;10;7;2;1;1;1;14660;0;440;136;901;done;false;true
java.io.File_listFiles.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;2;6;14;60000.0;5;4;1;26;0;17;20;88;79;2;7;3;2;49950;3;7020;52490;490;done;true;false
java.util.Formatter$FormatSpecifier_localizedMagnitude_java.lang.StringBuilder_char_arr_java.util.Formatter$Flags_int_java.util.Locale.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;24;17;74;66330.0;16;11;5;179;0;82;113;495;463;2;30;5;5;0;0;66330;0;0;skipped;null;null
java.util.LinkedList$ListItr_checkForComodification.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;2;4;8;8043.0;3;2;1;6;0;10;11;34;29;2;3;2;2;6766;3;2501;5425;117;done;false;true
java.util.ArrayDeque$DeqSpliterator_getFence.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;4;4;11;11917.0;3;2;1;10;0;13;14;46;40;2;4;2;2;22700;3;3556;8186;175;done;false;true
java.nio.HeapCharBuffer_init_char_arr_int_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;4;3;4;8193.0;2;0;2;2;0;5;4;39;26;2;11;1;1;17160;8;563;6226;1404;done;false;false
java.util.Collections_emptySet.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;1883.0;1;1;0;1;0;3;2;14;9;2;3;1;1;15490;0;391;1404;88;done;false;true
java.lang.ConditionalSpecialCasing_isMoreAbove_java.lang.String_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;8;2;15;12258.0;1;0;1;1;0;17;22;26;20;2;4;3;4;5551;4;1431;10640;187;done;false;true
java.io.File$PathStatus_valueOf_java.lang.String.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;3;2434.0;3;2;1;10;0;4;3;46;37;2;7;1;1;15590;3;524;1695;215;done;false;true
java.util.Formatter_parse_java.lang.String.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;7;15;35;80340.0;14;12;2;202;0;38;43;484;469;2;13;3;3;0;0;80340;0;0;skipped;null;null
java.lang.Object_init.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;1;2357.0;1;0;1;1;0;2;1;24;14;2;8;1;1;14970;3;1426;672;259;done;false;true
java.io.ByteArrayInputStream_close.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;1;701.0;1;0;1;1;0;2;1;14;9;2;3;1;1;14670;3;115;508;78;done;false;true
java.io.OutputStreamWriter_init_java.io.OutputStream_java.nio.charset.CharsetEncoder.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;6;8;85922.0;5;2;3;20;0;10;11;104;80;2;22;2;2;26410;15;10810;68910;6202;done;false;true
java.lang.ConditionalSpecialCasing_toLowerCaseCharArray_java.lang.String_int_java.util.Locale.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;2;6446.0;3;1;2;6;0;3;2;47;34;2;11;1;1;16319;9;1921;3964;561;done;false;false
java.util.Hashtable_access$400_java.util.Hashtable.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;4762.0;2;1;1;4;0;3;2;31;22;2;7;1;1;14900;3;3493;1096;173;done;false;true
java.util.Date_normalize_sun.util.calendar.BaseCalendar$Date.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;14;17;48;129300.0;16;14;2;291;0;53;64;677;661;2;14;4;4;0;0;129300;0;0;skipped;null;null
java.util.TreeSet_init_java.util.NavigableMap.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;12579.0;2;0;2;4;0;4;3;45;29;2;14;1;1;15050;8;3290;7243;2046;done;false;true
java.io.Bits_putShort_byte_arr_int_short.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;6;2;7;2114.0;1;0;1;0;0;8;7;16;12;2;2;1;1;3445;4;229;1793;92;done;false;true
java.io.ByteArrayOutputStream_init.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;2221.0;1;0;1;1;0;3;2;24;14;2;8;1;1;14940;3;190;1774;257;done;false;true
java.util.Hashtable_init.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;3032.0;1;0;1;1;0;3;2;24;14;2;8;1;1;14980;3;1511;1292;229;done;false;false
java.util.Arrays_fill_java.lang.Object_arr_java.lang.Object.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;7;15623.0;2;0;2;4;1;9;10;36;27;2;7;3;2;17560;9;4355;10940;328;done;false;true
java.util.Formatter$FormatSpecifier$BigDecimalLayout_toCharArray_java.lang.StringBuilder.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;2;4;7;20230.0;3;1;2;6;0;9;10;50;37;2;11;2;2;7185;8;2261;16940;1029;done;false;true
java.util.HashMap$KeySet_size.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;2417.0;2;1;1;4;0;4;3;26;20;2;4;1;1;14830;3;1591;716;110;done;false;true
java.util.ArrayDeque_peekFirst.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;4;8073.0;3;2;1;11;0;5;4;51;41;2;8;1;1;16560;3;4547;2896;630;done;false;true
java.io.Console$3_init_java.io.Console_java.io.Writer_boolean.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;26116.0;3;0;3;9;1;4;3;78;53;2;23;1;1;18040;17;6240;15300;4576;done;false;true
java.lang.ConditionalSpecialCasing_isBeforeDot_java.lang.String_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;8;2;16;13144.0;1;0;1;1;0;18;25;26;20;2;4;3;5;6131;4;1571;11380;193;done;false;true
java.util.RegularEnumSet_size.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;2;2;3;1991.0;1;0;1;1;0;4;3;18;12;2;4;1;1;14600;3;1148;726;117;done;false;true
java.util.Locale_isUnicodeExtensionKey_java.lang.String.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;3;2;8;4860.0;1;0;1;1;0;10;13;21;15;2;4;2;3;17400;3;555;4152;153;done;false;true
java.nio.DirectCharBufferRU_subSequence_int_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;2;3778.0;2;1;1;5;0;3;2;37;27;2;8;1;1;15280;5;2025;1032;721;done;false;true
java.util.IdentityHashMap$ValueIterator_init_java.util.IdentityHashMap.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;14250.0;2;0;2;4;0;4;3;45;29;2;14;1;1;17370;8;3387;8906;1957;done;false;false
java.util.LinkedHashMap$LinkedEntrySet_size.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;2520.0;2;1;1;4;0;4;3;26;20;2;4;1;1;15360;3;1716;695;109;done;false;true
java.lang.Long_toOctalString_long.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;772.0;1;1;0;1;0;3;2;15;10;2;3;1;1;14600;1;144;546;82;done;false;true
java.util.EnumMap$KeySet_size.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;3065.0;2;1;1;4;0;4;3;26;20;2;4;1;1;14850;3;1749;734;582;done;false;true
java.io.OutputStreamWriter_init_java.io.OutputStream_java.nio.charset.Charset.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;6;8;85336.0;5;2;3;20;0;10;11;104;80;2;22;2;2;26530;15;10830;69140;5366;done;false;true
java.util.Date_init_long.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;3;3270.0;1;0;1;1;0;4;3;25;15;2;8;1;1;14930;4;1517;1511;242;done;false;true
java.util.Collections$UnmodifiableMap_clear.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;2345.0;2;1;1;2;0;4;3;19;14;2;3;1;1;14720;3;1199;567;579;done;false;true
java.util.TreeMap_keySet.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;3060.0;2;1;1;4;0;3;2;31;22;2;7;1;1;15190;3;2030;889;141;done;false;true
java.text.DateFormatSymbols_getInstance_java.util.Locale.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;6;23537.0;3;2;1;9;0;8;9;46;37;2;7;2;2;19740;3;3676;19150;711;done;false;true
java.lang.Double_isFinite_double.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;4;1;7;2277.0;0;0;0;0;0;9;10;13;9;2;2;2;2;4339;1;263;1913;101;done;false;true
java.io.OutputStreamWriter_write_java.lang.String_int_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;2;4;3;4987.0;3;1;2;9;0;4;3;46;37;2;7;1;1;16440;10;2496;2201;290;done;false;true
java.util.AbstractMap$SimpleImmutableEntry_init_java.lang.Object_java.lang.Object.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;4;31693.0;3;0;3;9;3;5;4;81;55;2;24;1;1;18000;18;6898;20280;4515;done;false;true
java.util.Calendar_setTimeInMillis_long.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;8;5;24;110726.0;4;3;1;19;0;26;37;69;64;2;3;6;7;45370;4;10170;100300;256;done;false;true
java.util.Collections$SynchronizedSet_init_java.util.Set_java.lang.Object.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;2;26765.0;3;0;3;9;3;3;2;81;55;2;24;1;1;21780;18;7282;13590;5893;done;false;true
javax.security.auth.Subject$ClassSet_iterator.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;3;6283.0;3;2;1;10;0;4;3;46;37;2;7;1;1;15110;3;3984;1680;619;done;false;true
java.util.AbstractList$ListItr_init_java.util.AbstractList_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;4;15479.0;2;0;2;4;0;5;4;46;30;2;14;1;1;15799;9;3199;10790;1490;done;false;true
java.util.EnumMap$EntrySet_iterator.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;4;5759.0;3;2;1;9;0;5;4;44;35;2;7;1;1;15650;3;3264;2254;241;done;false;true
java.util.IdentityHashMap$EntryIterator_init_java.util.IdentityHashMap.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;14749.0;2;0;2;4;0;4;3;45;29;2;14;1;1;15190;8;3247;9563;1939;done;false;false
java.io.ObjectStreamClass$4_compare_java.io.ObjectStreamClass$MemberSignature_java.io.ObjectStreamClass$MemberSignature.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;6;4;13894.0;5;2;3;19;1;5;4;80;67;2;11;1;1;5876;13;4331;8653;910;done;false;true
java.io.ExpiringCache$1_init_java.io.ExpiringCache.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;12279.0;2;0;2;4;0;4;3;45;29;2;14;1;1;15180;8;3362;7707;1210;done;false;true
java.io.ObjectInputStream$BlockDataInputStream_readFully_byte_arr_int_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;2;2017.0;2;0;2;2;0;3;2;25;18;2;5;1;1;15659;8;1396;520;101;done;true;false
java.util.Formatter_init_java.lang.Appendable.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;6;5;25681.0;5;3;2;26;0;6;5;98;82;2;14;1;1;6741;8;7039;17020;1622;done;false;false
java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet_entryConsumer_java.util.function.Consumer.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;3520.0;2;1;1;5;0;3;2;35;25;2;8;1;1;15040;3;2096;1195;229;done;false;true
java.io.Bits_getInt_byte_arr_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;17;2;17;3575.0;1;0;1;0;0;18;17;29;24;2;3;1;1;16570;3;472;2963;140;done;false;true
java.io.ObjectInputStream_handleReset.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;3;7;14;63148.0;6;5;1;29;0;16;17;90;85;2;3;2;2;41680;3;5232;57730;186;done;false;true
java.security.Provider_implPut_java.lang.Object_java.lang.Object.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;3;8;13;32350.0;7;4;3;63;3;15;20;206;180;2;24;3;4;0;0;32350;0;0;skipped;null;null
java.util.Formatter$FormatSpecifier_checkBadFlags_java.util.Formatter$Flags_arr.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;4;6;13;983550.0;5;3;2;16;0;16;19;70;61;2;7;2;2;34770;8;4474;978700;376;done;true;false
java.text.BreakIterator_createBreakInstance_java.util.Locale_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;1;5;6;9208.0;4;3;1;3;0;8;9;36;28;2;6;2;2;17260;4;3391;5154;663;done;false;true
java.util.WeakHashMap$KeySpliterator_tryAdvance_java.util.function.Consumer.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;9;16;42;54220.0;15;13;2;238;0;44;59;551;541;2;8;4;9;0;0;54220;0;0;skipped;null;null
java.util.JumboEnumSet$EnumSetIterator_hasNext.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;11;6;24;853740.0;5;4;1;17;0;27;32;73;67;2;4;2;3;39780;3;7044;846300;396;done;false;true
java.util.Hashtable_keySet.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;6;8;45672.0;5;4;1;31;0;10;11;96;87;2;7;2;2;57160;3;9402;35580;690;done;false;true
java.io.DataInputStream_readUTF_java.io.DataInput.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;42;26;115;82770.0;25;24;1;328;0;120;143;792;783;2;7;6;8;0;0;82770;0;0;skipped;null;null
java.nio.file.FileTreeWalker_close.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;9;9942.0;2;1;1;4;0;12;15;27;22;2;3;2;2;18350;3;2604;7205;133;done;false;true
java.lang.String_endsWith_java.lang.String.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;4;5;7;7994.0;4;2;2;9;1;8;7;54;44;2;8;1;1;17260;9;1196;5985;813;done;false;true
java.lang.AssertionError_init.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;829.0;1;0;1;0;0;3;2;16;9;2;5;1;1;3307;2;176;520;133;done;false;true
java.lang.Character_lowSurrogate_int.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;4;1;4;839.0;0;0;0;0;0;5;4;11;7;2;2;1;1;3334;1;119;634;86;done;false;true
java.io.FileOutputStream_access$000_java.io.FileOutputStream.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;1653.0;1;0;1;1;0;3;2;14;9;2;3;1;1;14630;3;1102;464;87;done;false;true
java.util.LinkedHashSet_init.meth;r1_res2__impl_-except_ashare_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;3041.0;1;0;1;1;0;3;2;24;14;2;8;1;1;15060;3;1527;1297;217;done;false;false
