org.apache.bookkeeper.stream.storage.exceptions.StorageRuntimeException.meth,obj_level(this),pc ⊔ level(msg) ⊔ level(this) ⊔ obj_level(msg) ⊔ obj_level(this)
org.apache.bookkeeper.stream.storage.conf.StorageConfiguration.meth,obj_level(this),pc ⊔ level(conf) ⊔ level(this) ⊔ obj_level(conf) ⊔ obj_level(this)
org.apache.bookkeeper.stream.storage.exceptions.DataRangeNotFoundException.meth,obj_level(this),pc ⊔ level(rangeId) ⊔ level(streamId) ⊔ level(this) ⊔ obj_level(this)
org.apache.bookkeeper.stream.storage.exceptions.StorageContainerNotFoundException.meth,obj_level(this),pc ⊔ level(scId) ⊔ level(this) ⊔ obj_level(this)
org.apache.bookkeeper.stream.storage.exceptions.StorageException.meth,obj_level(this),pc ⊔ level(msg) ⊔ level(this) ⊔ obj_level(msg) ⊔ obj_level(this)
